accession_number,company_cik,owner_key,percent_of_class,control_class,pct_verified,pct_source
0001493152-24-046638,0002010788,0002033517,7.81,stake,True,row13
0001493152-24-046639,0002010788,0002032745,8.74,stake,True,row13
0001493152-24-035869,0002011208,0002031280,5.3,stake,True,row13
0001493152-24-035871,0002011208,0001257950,39.0,stake,True,row13
0001493152-24-035873,0002011208,0002030332,11.0,stake,True,row13
0000950157-24-001378,0002011286,0002037182,37.0,stake,True,row13
0000950157-24-001703,0002011286,0001621183,37.0,stake,True,prose
0001493152-24-051925,0002011286,0001077430,37.0,stake,True,prose
0001437749-26-002429,0002011514,0001613103,,unknown,False,
0001213900-26-001578,0002012096,0002102385,54.71,control,True,prose
0001213900-25-050288,0002012219,0002069928,,unknown,False,
0001104659-24-071732,0002012593,0001882303,5.3,stake,True,row13
0001641172-25-024951,0002012600,0002000353,71.32,control,True,prose
0001641172-25-024952,0002012600,0002005225,5.69,stake,True,prose
0001829126-24-008574,0002012706,0001200461,,unknown,False,
0002021311-26-000002,0002013223,0002021311,13.2,stake,True,prose
0001493152-26-015171,0002013320,0002113576,39.9,stake,True,llm
0000921895-25-000609,0002013745,0001751492,,unknown,False,
0001193125-24-177792,0002013745,0001350750,17.2,stake,True,row13
0000943374-24-000386,0002013792,0002037911,6.5,stake,True,row13
0000943374-24-000387,0002013792,0002037909,7.68,stake,True,row13
0001213900-24-082306,0002013807,0001913915,29.7,stake,True,row13
0001213900-24-082825,0002013807,0002039305,31.81,stake,True,row13
0001213900-24-085696,0002013807,0002039881,9.1,stake,True,row13
0001213900-24-085699,0002013807,0002039239,9.6,stake,True,row13
0001213900-26-054075,0002013807,0002128370,,unknown,False,
0001213900-26-054091,0002013807,0002128439,,unknown,False,
0001104659-24-125087,0002014596,0000918697,5.7,stake,True,row13
0001104659-24-125089,0002014596,0000948252,5.0,stake,True,row13
0001213900-26-057897,0002014982,0002026210,93.2,control,True,llm
0001213900-25-123846,0002016072,0000017018,,unknown,False,
0001213900-26-034056,0002016072,0001024896,,unknown,False,
0001315863-25-000436,0002016072,0001816637,,unknown,False,
0001213900-25-086451,0002016337,0002070283,30.1,stake,True,prose
0000950170-25-021181,0002017206,0000920760,20.0,stake,True,prose
0000950170-25-021290,0002017206,0001049444,43.2,stake,True,aggregate_total
0000950170-25-021291,0002017206,0000931318,91.5,control,True,llm
0001346824-25-000070,0002017526,0001346824,,unknown,False,
0001104659-24-126752,0002018064,0001343894,58.29,control,True,row13
0000912282-24-000498,0002019103,0002021311,36.2,stake,True,row13
0000912282-24-000802,0002019103,0001829974,5.4,stake,True,row13
0001213900-25-062158,0002019435,0002076016,13.0,stake,True,llm
0002104194-26-000002,0002019793,0002104194,,unknown,False,
0002106572-26-000002,0002019793,0002106572,,unknown,False,
0001104659-25-106325,0002019804,0002091865,,unknown,False,
0001104659-25-106326,0002019804,0002092979,,unknown,False,
0001493152-26-000741,0002020027,0002102296,,unknown,False,
0001493152-26-000743,0002020027,0002102592,,unknown,False,
0001213900-26-010456,0002020228,0002108417,73.8,control,True,prose
0000902664-25-003448,0002020795,0001791786,,unknown,False,
0001193125-26-052946,0002020932,0001876264,10.6,stake,True,llm
0001193125-26-237003,0002021728,0001675124,,unknown,False,
0001193125-24-254218,0002021938,0000937797,8.5,stake,True,row13
0001094891-25-000004,0002022308,0002058856,30.9,stake,True,prose
0000904454-24-000480,0002022416,0001582384,10.5,stake,True,row13
0001213900-24-071928,0002022416,0001849192,18.8,stake,True,row13
0001213900-24-100344,0002022416,0002039018,13.8,stake,True,row13
0000947871-24-000805,0002022626,0001055951,8.9,stake,True,row13
0001193125-24-241045,0002022626,0002039907,10.7,stake,True,row13
0001641172-25-014217,0002023153,0002033154,11.16,stake,True,prose
0001104659-24-102048,0002023658,0001346824,12.8,stake,True,row13
0001999371-24-012103,0002023658,0001903793,5.5,stake,True,row13
0001493152-24-038296,0002024203,0002037723,10.7,stake,True,row13
0001493152-24-038297,0002024203,0002037783,10.9,stake,True,row13
0001213900-24-105108,0002024218,0002045908,37.99,stake,True,row13
0002059595-25-000003,0002024306,0002059595,65.6,control,True,llm
0001213900-24-090755,0002024459,0002041480,21.99,stake,True,row13
0001213900-25-051062,0002024460,0002041281,21.8,stake,True,prose
0001213900-25-071813,0002025218,0002078865,,unknown,False,
0001213900-25-071815,0002025218,0002078864,,unknown,False,
0001213900-24-105618,0002025341,0002032960,21.0,stake,True,row13
0001213900-25-021940,0002025401,0002030279,,unknown,False,
0001641172-25-003440,0002025608,0002025601,,unknown,False,
0001493152-25-021754,0002025774,0002096272,46.36,stake,True,prose
0001213900-25-026305,0002026478,0001644499,30.6,stake,True,prose
0001213900-25-053440,0002026514,0002067269,9.1,stake,True,prose
0001213900-25-053441,0002026514,0002067240,63.7,control,True,prose
0001213900-25-053442,0002026514,0002067360,9.0,stake,True,prose
0001436468-25-000003,0002026767,0001436468,8.6,stake,True,llm
0001981748-25-000002,0002026767,0001981748,17.4,stake,True,llm
0001193125-24-234466,0002027317,0001462468,7.6,stake,True,row13
0001641172-25-016661,0002027360,0002070781,,unknown,False,
0001641172-25-016663,0002027360,0002070909,,unknown,False,
0001641172-25-016666,0002027360,0002070908,,unknown,False,
0001213900-25-003108,0002027708,0002029098,21.6,stake,True,llm
0001213900-25-096666,0002027708,0001250975,,unknown,False,
0001213900-25-095810,0002027722,0002081249,76.33,control,True,prose
0001213900-24-095313,0002028027,0002039666,27.38,stake,True,row13
0001213900-25-093367,0002028177,0002088930,,unknown,False,
0001213900-25-006669,0002028201,0002046110,23.5,stake,True,prose
0001104659-25-000973,0002028293,0001432602,,unknown,False,
0001104659-24-129080,0002028336,0002048827,6.68,stake,True,llm
0001213900-25-088305,0002028355,0002062187,6.63,stake,True,llm
0001477932-25-001246,0002028355,0002051608,26.4,stake,True,llm
0001213900-25-019525,0002028614,0002038492,,unknown,False,
0001213900-24-096093,0002028707,0002031321,25.9,stake,True,row13
0001213900-26-032943,0002028707,0002117604,17.7,stake,True,llm
0001193125-26-086230,0002029118,0002113724,,unknown,False,
0001193125-26-114875,0002029118,0002117800,,unknown,False,
0001213900-25-064239,0002029138,0002070001,68.03,control,True,llm
0001683168-25-008366,0002029138,0001945619,30.55,stake,True,llm
0000919574-25-001673,0002029471,0002058323,45.9,stake,True,prose
0000950170-25-028106,0002029471,0002058237,45.9,stake,True,llm
0001493152-26-002262,0002029586,0002102988,50.4,control,True,llm
0001213900-25-013080,0002029976,0002040988,,unknown,False,
0001213900-25-030561,0002030663,0002039126,,unknown,False,
0001213900-24-106602,0002030829,0002046944,19.78,stake,True,row13
0001477932-25-006902,0002031009,0001921865,36.7,stake,True,llm
0001104659-25-014424,0002031561,0002031565,20.2,stake,True,prose
0001213900-26-039951,0002032341,0002045600,5.1,stake,True,llm
0001213900-26-039952,0002032341,0002045607,5.1,stake,True,llm
0001213900-26-039953,0002032341,0002045603,5.1,stake,True,llm
0000919574-25-003708,0002032779,0001389310,7.7,stake,True,llm
0000919574-25-003710,0002032779,0001795852,7.5,stake,True,llm
0000919574-25-003712,0002032779,0001786818,39.0,stake,True,llm
0001104659-25-064195,0002032779,0002069347,,unknown,False,
